"","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","group"
"18282",40585573,"Welcome to the Jungle",58340525,"Thomas","Moss Park",43.65561,-79.36891,1,99,6,1,43,0.7,1,26,2
"18283",40586315,"Stunning 1 Bedroom in Downtown Toronto",51362254,"Tommy","Waterfront Communities-The Island",43.64733,-79.39064,1,121,28,1,55,0.55,3,82,2
"18284",40586560,"Panaramic View,  Condo Close to Bayview village",747423,"Amir","Bayview Village",43.76557,-79.38406,1,121,2,1,12,1,1,13,4
"18285",40587262,"Spacious home with 4 private bathrooms.-New",296117182,"William","L'Amoreaux",43.79679,-79.2995,1,258,1,5,10,5,3,240,4
"18286",40587278,"The North Den",93580918,"Alexander","Yorkdale-Glen Park",43.71626,-79.45476,1,99,2,1,27,1,1,79,2
"18287",40587518,"Brand New Built, up to 4 people, separate entrance",230438760,"Shoren","Don Valley Village",43.7853,-79.35793,1,150,2,1,44,0.67,8,365,4
"18288",40590001,"Roncesvalles Av. - Coolest Neighborhood Toronto !",43409608,"Vincent","High Park-Swansea",43.64685,-79.45013,3,45,5,1,47,0.64,1,0,2
"18289",40591492,"Entertainment Dist. 1 BR +Sofabed - CN Tower, MTCC",184724401,"George","Waterfront Communities-The Island",43.64637,-79.39165,1,111,1,1,20,1,20,253,2
"18290",40592041,"Basement Private Room",314232479,"Lisa","Kensington-Chinatown",43.65273,-79.4017,3,33,1,4,18,1.9,7,43,2
"18291",40592198,"Amazing Main Floor Unit. Walk Everywhere.",314527406,"Marusya","Palmerston-Little Italy",43.6627,-79.4137,1,143,2,1,20,1,1,12,2
"18292",40593222,"Home away from home in Bloor West Village",221588578,"Bruce & Nozomi","Lambton Baby Point",43.65616,-79.48766,1,101,2,1,41,0.73,2,127,2
"18293",40594461,"Next to Seneca, Easy Access to HWY401/404",314547699,"Hewei","Hillcrest Village",43.80324,-79.35094,3,70,1,2,32,1.43,1,364,4
"18294",40596311,"Toronto Townhouse",29221167,"Airbnb","Dorset Park",43.76738,-79.28812,1,121,3,1,41,0.71,2,344,4
"18295",40602778,"Luxury Condo Near CN Tower with Free Parking!",304416363,"Jason","Waterfront Communities-The Island",43.64846,-79.39004,1,141,1,9,4,6.59,1,113,3
"18296",40604784,"Loft .",313857843,"Pawel","Dovercourt-Wallace Emerson-Junction",43.67021,-79.43955,4,76,1,1,45,0.67,1,90,2
"18297",40606513,"Above 30th Flr Modern Condo @Heart of Downtown TO!",314653113,"Em","Waterfront Communities-The Island",43.64125,-79.38263,1,131,7,1,71,0.42,1,28,2
"18298",40612032,"NEW-Stylish&Modern-Fully Furnished APT-YORKVILLE",1718194,"Shaz And Kanwal","Annex",43.67084,-79.39369,1,109,5,1,35,0.86,33,87,2
"18299",40612262," 2 Bed 2 bath Family Unit FREE PARKING Gym HotTub",10202618,"Simply Comfort","Willowdale East",43.76107,-79.40938,1,300,1,2,47,1.22,119,357,4
"18300",40612929,"1 bedroom, close to everything",93664412,"Gael","Bedford Park-Nortown",43.71906,-79.41542,3,50,1,1,49,0.6,1,14,4
"18301",40614581,"Reuben’s Retreat, just off The Danforth.",7338466,"Debra","East End-Danforth",43.68828,-79.29318,4,80,1,7,14,3.96,1,134,4
"18302",40614645,"5-Star King Street Loft",55319551,"Alex","Waterfront Communities-The Island",43.64299,-79.3994,1,95,1,7,22,3.5,2,174,2
"18303",40615514,"LION KING PRIVATE ROOM - NETFLIX & PARKING!",37611628,"Juan","Dovercourt-Wallace Emerson-Junction",43.66265,-79.44173,3,68,1,5,32,2.31,6,162,2
"18304",40615663,"Extremely Central House",314732412,"Steven","Church-Yonge Corridor",43.66089,-79.3816,3,80,1,2,33,1.36,1,9,2
"18305",40616822,"Home Away From Home In Toronto - 2 BD + Parking",266123018,"Em","Waterfront Communities-The Island",43.63827,-79.39936,1,121,1,5,20,2.38,2,124,2
"18306",40616988,"The Mansion 5A",79829802,"Walter","St.Andrew-Windfields",43.75824,-79.39188,4,15,1,2,44,1.09,42,83,4
"18307",40617108,"The Mansion 5B (top)",79829802,"Walter","St.Andrew-Windfields",43.75624,-79.39085,4,15,1,2,35,1.11,42,89,4
"18308",40617186,"The Mansion 5C",79829802,"Walter","St.Andrew-Windfields",43.75773,-79.39254,4,15,1,2,54,0.97,42,89,4
"18309",40617274,"The Mansion 5E",79829802,"Walter","St.Andrew-Windfields",43.75785,-79.39064,4,15,1,1,45,0.67,42,84,4
"18310",40617297,"Downtown Private Room with Private Washroom for 4",272849399,"Mike","Kensington-Chinatown",43.6511,-79.39841,3,66,1,2,45,1.09,6,71,2
"18311",40617564,"High floor,Modern1bed1Bath, Downtown Toronto T31",151523599,"NH Housing","Bay Street Corridor",43.65151,-79.38155,1,119,3,1,27,1,19,75,2
"18312",40617723,"The Mansion 5D (Top)",79829802,"Walter","St.Andrew-Windfields",43.75677,-79.39069,4,15,1,1,48,0.63,42,85,4
"18313",40618286,"Downtown Private Room with Private Washroom for 3",272849399,"Mike","Kensington-Chinatown",43.65264,-79.3999,3,38,1,2,26,1.62,6,72,2
"18314",40618831,"MTCC/Rogers Centre- 3 QBeds+Sofa bed",257889901,"Lily","Waterfront Communities-The Island",43.64497,-79.39042,1,1000,1,18,5,8.44,8,204,3
"18315",40621046,"Private room  Gorgeous Bright Home",311190141,"Mehnaz","Guildwood",43.75235,-79.2059,3,34,1,4,34,2.18,3,0,4
"18316",40621116,"Best Value Central location clean with WIFI",14281164,"Erwin","Oakwood Village",43.69221,-79.44146,1,76,1,4,20,1.9,1,178,2
"18317",40621308,"DOWNTOWN TORONTO CONDO CN TOWER",177035251,"Kajen","Niagara",43.63856,-79.40135,1,144,3,1,45,0.67,2,345,2
"18318",40621494,"Cozy Private Room| Bright Spacious  Gorgeous Home",311190141,"Mehnaz","Guildwood",43.75268,-79.20716,3,34,1,3,34,1.88,3,0,4
"18319",40625289,"Peacock Studio 35th floor",10202618,"Simply Comfort","Waterfront Communities-The Island",43.64159,-79.38282,1,300,1,3,42,1.36,119,360,2
"18320",40629047,"2BDRM + 3 Beds - Parking - Ent District, CN Tower",136992491,"Suze","Waterfront Communities-The Island",43.64518,-79.39038,1,111,1,1,41,0.73,3,259,2
"18321",40629742,"⭐⭐⭐⭐⭐ SUPER COZY Apartment Downtown Toronto 2Beds",311805447,"Anthony","Kensington-Chinatown",43.6535,-79.4006,1,99,1,8,25,3.48,2,44,2
"18322",40630153,"✔Bungalow ✔Garden+Parking ✔Subway Station ✔Central",314996766,"Haana","Oakridge",43.6999,-79.27496,1,87,2,3,7,1.43,1,320,4
"18323",40631974,"Downtown Waterfront Cityview 4 Guest Condo",105460940,"Mario","Mimico (includes Humber Bay Shores)",43.62381,-79.47855,1,90,2,13,9,6.61,1,37,3
"18324",40634168,"KATS KASA- topaz room",256465026,"Kat","Old East York",43.69645,-79.33742,3,70,2,1,15,1,3,87,4
"18325",40635279,"Newly Renovated Bachelor Pad Near Coxwell Station!",314842578,"Cameron","Woodbine Corridor",43.67961,-79.3219,1,60,1,18,6,8.57,1,5,3
"18326",40635337,"Spacious 2Bedroom Suite in Luxury Condo/ Yonge St",315034167,"Burrow","Newtonbrook West",43.77968,-79.41945,1,148,2,1,44,0.68,2,26,4
"18327",40638188,"Spacious 1+Den in Downtown Toronto. FREE PARKING!",99941094,"Premium","Niagara",43.63624,-79.40444,1,107,1,6,27,2.57,2,15,2
"18328",40639311,"Convenient West-Toronto Room near Jane Station",315115165,"Lucas","Rockcliffe-Smythe",43.66664,-79.49368,3,34,1,3,15,1.3,1,72,2
"18329",40641613,"Victorian Style 4A, Downtown Cabbagetown Toronto.",79829802,"Walter","Cabbagetown-South St.James Town",43.66548,-79.3624,4,19,1,4,36,2.14,42,44,4
"18330",40641785,"Victorian Style 4Btop,Downtown Cabbagetown Toronto",79829802,"Walter","Cabbagetown-South St.James Town",43.66608,-79.36059,4,19,1,3,21,2.57,42,58,4
"18331",40642176,"Cozy Private room with wonderful family",314060297,"Leo","Mount Dennis",43.69225,-79.50861,3,29,2,4,31,2.26,2,47,2
"18332",40643815,"Private cozy house in midtown",315032266,"Ashraf","Bedford Park-Nortown",43.72522,-79.42262,1,119,3,2,33,1.36,1,65,2
"18333",40650884,"4 Bed/8 ppl Lux Suite⭐CN Tower View⭐FREE Parking",310253541,"Sam","Waterfront Communities-The Island",43.64204,-79.39923,1,186,1,23,2,11.13,1,247,3
"18334",40652551,"Comfy bunkbed in a cozy shared room prime location",152088065,"Gennadi","Bedford Park-Nortown",43.72043,-79.42768,4,16,3,1,15,1,49,317,4
"18335",40654209,"Little Italy luxury condo with a view",9443058,"Kristle &Faisal","Kensington-Chinatown",43.65529,-79.40701,1,130,21,1,17,1,24,350,2
"18336",40656278,"Modern 1 Bedroom in the Heart of King West",228694634,"Jaimie","Waterfront Communities-The Island",43.64366,-79.40171,1,90,2,3,2,1.61,1,36,2
"18337",40659812,"Toronto/Scarborough Home stay",315407092,"Fadindra","Scarborough Village",43.73752,-79.22564,1,107,3,3,20,1.88,1,7,4
"18338",40660061,"VIP 1 Bedroom. Amazing Location. 99 Walkscore",315415897,"Zbigniew","Bay Street Corridor",43.65102,-79.38276,1,99,1,5,30,3.33,1,118,2
"18339",40660639,"Perfect DT Loft w/ View for Work or Adventure",64354866,"Dorothy & Mark","Waterfront Communities-The Island",43.64099,-79.38025,1,95,1,12,9,6.55,5,288,3
"18340",40660742,"Cozy Room (1) in Scarborough, 401 & Kennedy",315420122,"Carol","Tam O'Shanter-Sullivan",43.778,-79.29079,3,45,1,1,47,0.63,5,75,4
"18341",40661110,"One bedroom suite in the Beach - private & quiet",25239718,"Jodi","East End-Danforth",43.67655,-79.30668,1,65,2,4,27,2.35,1,7,2
"18342",40661697,"Private Central Studio Orbits CN Tower & More",296539686,"Ivette & Marcus","Waterfront Communities-The Island",43.63963,-79.39307,1,72,1,3,15,1.73,5,316,2
"18343",40661699,"*Exclusive Suite at Yorkville plaza condominium!*",75617328,"Amir","Annex",43.6713,-79.39337,1,155,1,16,8,7.5,1,84,3
"18344",40661768,"Modern Bright Gorgeous -upper level bungalow",311190141,"Mehnaz","Guildwood",43.75268,-79.20735,1,102,1,4,26,2.67,3,0,4
"18345",40668981,"Beautiful Sunset Studio in Entertainment District",41972955,"Chanakya","Waterfront Communities-The Island",43.64587,-79.39181,1,150,2,2,34,1.33,1,9,2
"18346",40673484,"Toronto 2 Storey Loft, 5 mins walk to the subway",106137182,"Fatima","Mount Pleasant West",43.69746,-79.39279,1,110,182,9,5,5.74,1,62,2
"18347",40674340,"Henning Ave",301718255,"Taimour","Yonge-Eglinton",43.70569,-79.40228,3,65,2,1,45,0.67,1,75,4
"18348",40674758,"1 China town center ,shopping center",303097039,"Qiang","Kensington-Chinatown",43.6519,-79.39704,3,42,1,8,1,4.36,8,39,2
"18349",40678302,"King West DT Condo Steps to TIFF, CN Tower & More!",226218235,"Bryan","Waterfront Communities-The Island",43.64846,-79.39188,1,184,1,3,27,2.25,2,349,2
"18350",40678553,"Tiny private room for single traveler.",87136721,"Sungwon","Lawrence Park North",43.72355,-79.41224,3,40,1,4,25,2.55,12,87,4
"18351",40679015,"Beautiful 3 Bed Condo",207625402,"Gerard","Waterfront Communities-The Island",43.64091,-79.39862,1,229,1,2,40,1.36,1,174,2
"18352",40679332,"Luxury 1BR + Easy Parking + CN Tower, MTCC",232792864,"Pieter","Waterfront Communities-The Island",43.64376,-79.38113,1,76,1,1,16,1,3,256,2
"18353",40680129,"Clean Private Room with Private Washroom E",301287284,"Mei","York University Heights",43.7645,-79.50222,3,38,1,1,45,0.65,8,75,4
"18354",40680845,"PENTHOUSE BY CN TOWER AND SCOTIA BANK ARENA",299486671,"Vivian","Waterfront Communities-The Island",43.64099,-79.38244,1,190,2,1,44,0.68,1,50,2
"18355",40681051,"Spacious Yorkville/Annex/ U of T one bedroom APT",111066883,"Jade","Annex",43.67202,-79.40007,1,76,1,2,34,1,1,83,2
"18356",40681682,"Reve Boutique Condos",33994504,"Vinay","Waterfront Communities-The Island",43.64202,-79.39969,1,131,2,1,44,0.68,1,268,2
"18357",40682555,"CN Tower View from your BR- Heart of Downtown",39896330,"Dan","Waterfront Communities-The Island",43.64901,-79.38708,3,40,1,5,12,4.69,4,5,2
"18358",40683425,"Master Rm 2 Queen Bed Private Bath Near YYZ Subway",224268660,"Grace","Islington-City Centre West",43.63739,-79.55092,3,60,1,1,44,0.67,9,361,2
"18359",40691734,"Bright & Central 1 bedroom Condo",1684087,"Pouneh","Waterfront Communities-The Island",43.63747,-79.39874,1,144,30,1,40,0.75,21,325,2
"18360",40694757,"3 Bedrooms for the Entire Mainfloor",275744608,"Rowena","St.Andrew-Windfields",43.76176,-79.36314,1,34,3,1,45,0.65,2,141,4
"18361",40695786,"49 Floor, Brand New, CN Tower View, Pool, GymSauna",315868121,"Grace","Mount Pleasant West",43.70685,-79.39806,1,99,2,4,44,1.88,1,29,2
"18362",40696462,"Breathtaking View One Bedroom Condo + Parking",85109485,"Pavel","High Park-Swansea",43.63676,-79.4718,1,141,28,2,30,1.18,15,1,2
"18363",40697730,"Sunny Double Room - Leslieville",315877727,"Lisa","South Riverdale",43.66547,-79.33354,3,32,2,1,43,0.7,1,7,2
"18364",40700110,"Waterfront District - 1BDRM + Pool / Gym + Sofabed",188620205,"Juliet","Niagara",43.63614,-79.40735,1,111,1,1,20,1,3,229,2
"18365",40700271,"Waterfront District - 1BDRM + Pool /Gym + Sofabed!",188620205,"Juliet","Niagara",43.63835,-79.40593,1,97,1,1,46,0.65,3,229,2
"18366",40700294,"Brand New Entire Condo in Heart of Little Italy!",45301829,"Stephanie","Palmerston-Little Italy",43.65527,-79.41649,1,70,1,1,58,0.52,2,62,2
"18367",40700572,"Bloordale Village Private Room*",40334653,"Vinh","Dovercourt-Wallace Emerson-Junction",43.66018,-79.43833,3,34,1,2,56,1.03,6,149,2
"18368",40701226,"Cozy Room (2) in Scarborough, 401 & Kennedy",315420122,"Carol","Tam O'Shanter-Sullivan",43.77982,-79.29129,3,45,1,2,15,1.33,5,88,4
"18369",40701874,"Bohemian Gem in a very heart of Kensigton Market",25608325,"Martin","Kensington-Chinatown",43.65463,-79.40114,3,99,2,1,44,0.68,1,84,2
"18370",40701931,"Modern Downtown Condo - 5ppl + Easy Parking + Gym",308939674,"Rose","Waterfront Communities-The Island",43.63988,-79.39439,1,111,1,2,50,1.09,2,140,2
"18371",40702319,"Luxury Level 2BR Suite - Downtown Toronto",292556007,"Olly","Church-Yonge Corridor",43.66252,-79.38018,1,251,1,7,6,3.82,3,80,2
"18372",40702870,"City Place's The 6 - One Bedroom Sleeps 5 guests",248107260,"Sera And Tash","Waterfront Communities-The Island",43.63928,-79.39719,1,113,1,7,28,3.68,8,233,2
"18373",40703616,"Modern comfort & clean condo @ the lake w/parking.",224228768,"Henry","Mimico (includes Humber Bay Shores)",43.62413,-79.48098,1,130,1,3,37,1.5,1,138,2
"18374",40704866,"2 Bedroom Home in Toronto",262230237,"Umair","Oakridge",43.69791,-79.2781,1,85,1,2,19,1.25,3,0,4
"18375",40705490,"Toronto West Paradise",315884148,"Emmanuel","Islington-City Centre West",43.64079,-79.52809,1,118,3,2,6,1.54,1,72,2
"18376",40705622,"Heart of Downtown - Luxury 2BR Condo w/ Parking!",3738532,"Jennifer And Joseph","Waterfront Communities-The Island",43.6432,-79.39105,1,1059,1,5,20,2.63,21,342,2
"18377",40705633,"Spacious & Private 2BR in Toronto West - RENOVATED",315937194,"Daniel","Dovercourt-Wallace Emerson-Junction",43.66528,-79.44345,1,99,1,2,14,1.82,1,141,2
"18378",40705675,"Cozy 1 bedroom apartment - Liberty Village",112318682,"Calida","South Parkdale",43.63739,-79.42602,1,150,1,7,13,3.82,1,18,2
"18379",40705746,"High End CN Tower Condo With Sweeping City Views.",296395949,"Xander","Waterfront Communities-The Island",43.64285,-79.38227,1,150,1,1,27,1,1,75,2
"18380",40707557," Bright Leaves 23Floor Unit York St. Balcony",10202618,"Simply Comfort","Waterfront Communities-The Island",43.64257,-79.38103,1,300,1,1,44,0.68,119,339,2
"18381",40707613,"SimplyComfort. Signature 2bd 2bath Unit CN Tower",10202618,"Simply Comfort","Waterfront Communities-The Island",43.6379,-79.3988,1,1000,1,2,21,1.46,119,337,2
"18382",40707967,"Cozy Twin Bd in Best Location w/Private Balcony",39896330,"Dan","Waterfront Communities-The Island",43.64842,-79.38888,3,30,1,5,5,4.17,4,8,2
"18383",40708086,"❤️Weekly/Monthly Spl Luxury King Suite ❤️ 2BR+2BT",142861399,"Shilpa","Mimico (includes Humber Bay Shores)",43.62513,-79.48887,1,156,1,3,45,1.84,3,108,2
"18384",40708563,"Newly renovated 2 bedroom apartment",145417410,"Vithya","Dovercourt-Wallace Emerson-Junction",43.66238,-79.44236,1,54,1,11,6,5.16,1,76,2
"18385",40709088,"Picturesque Trendy Condo - 2BR+Office/2BATH",66655429,"Sues","Waterfront Communities-The Island",43.64107,-79.38431,1,251,2,3,8,3,9,174,2
"18386",40709134,"Explore Downtown from a Cosy Central Apartment",181066032,"Ahmed","North St.James Town",43.66849,-79.37045,1,69,7,1,48,0.63,1,362,2
"18387",40711050,"Stunning 2bedroom 2bath with views of downtown",246616094,"Mark","Niagara",43.63687,-79.40686,1,288,1,2,48,0.98,5,89,2
"18388",40711087,"Toronto condo bedroom (LYSON MEDIA building)",62971315,"LysonMedia","Weston",43.70241,-79.51706,3,80,1,1,41,0.73,2,208,2
"18389",40712032,"Downtown right by Subway, Entire Place",316019982,"Christine","Annex",43.66762,-79.40578,1,99,2,1,50,0.6,1,3,2
"18390",40720502,"Family Home in Leslieville w/parking",50415961,"Pall","South Riverdale",43.66,-79.33722,1,148,4,1,42,0.71,1,47,2
"18391",40720506,"Cozy artist's house perfect downtown retreat",316084817,"Isabella","Annex",43.66581,-79.41729,1,130,3,1,13,1,1,0,2
"18392",40725319,"Private room with Ensuite Bath. 2 mins to Subway",157840461,"Kristina","Dovercourt-Wallace Emerson-Junction",43.66835,-79.4478,3,54,1,3,27,2.05,1,53,2
"18393",40725875,"Joanna  103",316113210,"Joanna","Willowdale East",43.76967,-79.4026,3,29,30,1,63,0.48,4,19,4
"18394",40726762,"5 Chinatown Convenient everything",303097039,"Qiang","Kensington-Chinatown",43.65252,-79.39649,3,49,1,1,15,1,8,99,2
"18395",40728326,"Peaceful, homey gem close to Danforth",83389036,"Ina","Old East York",43.69253,-79.3435,1,180,2,1,27,1,1,266,2
"18396",40728327,"Cozy and Spacious One Bedroom Steps to Univerity",268603609,"Aysha","Kensington-Chinatown",43.65645,-79.39862,1,85,3,3,49,1.36,1,216,2
"18397",40728587,"Gorgeous  Downtown 2BR Boasting Stunning Views",269243315,"Alec And Lily","Waterfront Communities-The Island",43.64218,-79.37986,1,74,1,14,3,8.4,6,180,3
"18398",40728589,"Cozy Basement studio",17850654,"Jin","Greenwood-Coxwell",43.67019,-79.32,1,80,3,2,45,0.98,1,352,2
"18399",40728935,"ENSUITE PRIVATE BATHROOM & Free Parking",316158731,"David","Caledonia-Fairbank",43.68964,-79.4563,3,40,3,2,31,1.18,1,43,2
"18400",40729074,"Joanna's Room",316113210,"Joanna","Willowdale East",43.77064,-79.40191,3,29,30,1,55,0.55,4,19,4
"18401",40729373,"Luxury 1 Bedroom, Downtown Toronto by the Subway",178447341,"Mahy","Bay Street Corridor",43.66428,-79.38652,1,89,1,1,43,0.7,2,74,2
"18402",40729677,"Cozy private Bedroom & Bath in heart of Downtown",252825015,"Sanober","Waterfront Communities-The Island",43.63873,-79.39737,3,54,1,3,17,1.64,1,68,2
"18403",40729855,"4chinatown center convenient for eating sightseein",303097039,"Qiang","Kensington-Chinatown",43.65332,-79.39671,3,46,1,3,38,1.43,8,16,2
"18404",40729876,"2 Toronto Chinatown Convenient everything",303097039,"Qiang","Kensington-Chinatown",43.65217,-79.39699,3,42,1,14,6,6.56,8,60,3
"18405",40729987,"Cozy 1 Bedroom Condo",26817595,"Mike","Islington-City Centre West",43.63982,-79.56038,1,127,1,2,48,1.09,1,49,2
"18406",40730055,"Beautiful 1 Bedroom Suite in Yorkville",785826,"Arlene","Annex",43.67023,-79.39375,1,99,4,1,28,1,36,5,2
"18407",40730812,"3Chinatown center convenient for eating sightseein",303097039,"Qiang","Kensington-Chinatown",43.65265,-79.39595,3,48,1,6,12,3.4,8,37,2
"18408",40730998,"Luxurious  private space near Scotiabank Arena",316207665,"Harv","Waterfront Communities-The Island",43.64143,-79.38197,3,69,1,7,7,6.18,1,20,3
"18409",40731176,"Modern Skyline Ent. District - 2 BDRM  + Sofabed",280399522,"Cam","Waterfront Communities-The Island",43.64168,-79.38092,1,199,1,1,54,0.56,4,225,2
"18410",40731203,"Entire 4 Br 2 Bath Condo, close to 404 and Seneca",178474787,"Dandan","Pleasant View",43.79186,-79.3351,1,138,2,6,6,3.33,1,75,4
"18411",40731316,"2BR Homey Condo Steps away to Rogers Ctr/MTCC",269243315,"Alec And Lily","Waterfront Communities-The Island",43.64187,-79.39973,1,74,3,1,34,0.88,6,207,2
"18412",40732626,"6 China town center cozy room",303097039,"Qiang","Kensington-Chinatown",43.65242,-79.39555,3,46,1,9,19,4.43,8,260,2
"18413",40733050,"Trendy 1 BR Home in the Annex - Bloor/Spadina",3738532,"Jennifer And Joseph","Annex",43.66714,-79.40579,1,594,1,10,10,5.26,21,336,2
"18414",40733233,"2 BR Waterfront Skyline Condo + Sofabed + Parking",305284337,"Sandra","Waterfront Communities-The Island",43.6429,-79.38113,1,111,1,1,45,0.67,2,252,2
"18415",40733980,"Cute One Bedroom Apartment Midtown Yonge&Eglinton",157148786,"Vicente","Mount Pleasant West",43.70783,-79.39386,1,69,2,2,27,1.18,1,0,2
"18416",40734343,"Lovely and Cozy 3 Beds Basement Apartment",316248506,"Angela","Milliken",43.82295,-79.29354,1,91,1,10,6,5.36,1,135,4
"18417",40734751,"Bright home across the park in Corso Italia",5919344,"Linn","Corso Italia-Davenport",43.67595,-79.45103,1,90,2,2,14,1.22,1,72,2
"18418",40734834,"CN Tower/Rogers Centre - 3BR+2BA+Free Parking",308143691,"Monica","Waterfront Communities-The Island",43.64366,-79.39038,1,111,1,5,25,3.33,2,273,2
"18419",40735349,"Chic, Modern and Stylish Room DOWNTOWN by Bathurst",316265097,"Enes","Annex",43.66641,-79.41081,3,69,1,2,14,1.33,1,362,2
"18420",40735642,"Classic Architectural Loft in Downtown @CityHall",209294956,"Michal","Bay Street Corridor",43.65172,-79.38287,1,90,1,7,15,3.96,1,66,2
"18421",40735814,"Cozy Entertainment Inn",316272585,"Vino","Rouge",43.80519,-79.1798,1,80,1,4,33,2.07,1,364,4
"18422",40736344,"Cozy room (3) in Scarborough, 401 & Kennedy",315420122,"Carol","Tam O'Shanter-Sullivan",43.7796,-79.28982,3,45,1,1,36,0.81,5,178,4
"18423",40736882,"Warm/Spacious 3BR Home - Downtown Toronto!",3738532,"Jennifer And Joseph","South Riverdale",43.66578,-79.33317,1,599,1,5,18,2.94,21,358,2
"18424",40739388,"Entire 3 floor house in downtown Toronto",316319923,"Peter","Cabbagetown-South St.James Town",43.66278,-79.37621,1,601,1,1,45,0.67,1,180,2
"18425",40740268,"Sweet Home (New renovation, Cozy apartment)",196653725,"Louie & Jessie","L'Amoreaux",43.79763,-79.30077,1,78,1,7,4,6.18,1,131,4
"18426",40748040,"St Lawrence market condo sleeps 4. Indoor parking",19996184,"Gary","Moss Park",43.65189,-79.37195,1,101,5,7,20,3.62,1,26,2
"18427",40752651,"Lively Hip Condo By The Water.",199750950,"Jason","Mimico (includes Humber Bay Shores)",43.62305,-79.4842,1,99,1,2,45,1.15,1,88,2
"18428",40752797,"1 BR Furnished Condo w/Balcony across CN Tower",271310731,"Michelle","Waterfront Communities-The Island",43.64523,-79.38882,1,1000,1,9,7,5.63,7,190,2
"18429",40754410,"Newly Renovated / Spacious 2BR Home - Downtown!",3738532,"Jennifer And Joseph","South Riverdale",43.65875,-79.3422,1,744,1,13,10,6.19,21,319,3
"18430",40755026,"Luxury 2+2 Condo+MagicVIEWS+FREE Prkg by CN Tower",162022461,"Zoe","Waterfront Communities-The Island",43.64138,-79.38249,1,289,1,5,41,2.73,7,1,2
"18431",40755820,"1BHK Condo brand new right opposite Eaton Centre",115735473,"Huzefa","Church-Yonge Corridor",43.6541,-79.37817,3,80,1,1,56,0.54,2,55,2
"18432",40756778,"Brand New - Studio with King Bed in the Village",3738532,"Jennifer And Joseph","Church-Yonge Corridor",43.66765,-79.38267,1,601,2,6,16,4.09,21,361,2
"18433",40757145,"Brand New - Upscale 2 BR Apt in the Village!",3738532,"Jennifer And Joseph","Church-Yonge Corridor",43.66785,-79.38257,1,883,1,6,20,3.6,21,360,2
"18434",40757845,"Upscale/Rustic 3BR Home with Parking - Midtown!",3738532,"Jennifer And Joseph","Yonge-Eglinton",43.70441,-79.40549,1,586,1,4,13,3.53,21,337,2
"18435",40758251,"Spacious/Trendy 2BR - Queen West - On-Site Parking",3738532,"Jennifer And Joseph","South Parkdale",43.63992,-79.436,1,544,1,4,10,2.45,21,362,2
"18436",40758656,"Warm/Comfy 2BR Home with Parking - Midtown!",3738532,"Jennifer And Joseph","Yonge-Eglinton",43.70357,-79.40513,1,496,1,4,18,2.14,21,360,2
"18437",40759426,"Trendy/Spacious 3BR with Parking - Yonge/Eglinton!",3738532,"Jennifer And Joseph","Yonge-Eglinton",43.7043,-79.4061,1,618,1,5,13,4.41,21,344,2
"18438",40760343,"Spacious 3BR with King Beds and Parking - Midtown!",3738532,"Jennifer And Joseph","Yonge-Eglinton",43.70259,-79.4047,1,692,1,11,12,9.17,21,338,3
"18439",40763748,"Downtown Toronto Modern 2 Bd 2 Bth - free parking!",55847404,"Jad","Waterfront Communities-The Island",43.639,-79.39815,1,150,1,4,48,1.94,2,41,2
"18440",40776395,"The Place To Stay, Prime Toronto Location",287407290,"E","Waterfront Communities-The Island",43.64,-79.39778,1,190,1,3,6,1.88,2,340,2
"18441",40776529,"A Yorkville HighRise Luxury Condo- Upscale Toronto",19509784,"Kevin","Annex",43.67055,-79.39456,1,99,1,1,46,0.65,35,321,2
"18442",40776840,"6 Nest Blue Jays City Place Downtown Toronto",248107260,"Sera And Tash","Waterfront Communities-The Island",43.64356,-79.39291,1,186,1,1,41,0.73,8,300,2
"18443",40778225,"Million Dollar View ☆ Luxury Penthouse Suite",79081344,"Peter","Waterfront Communities-The Island",43.64002,-79.39812,1,225,2,5,6,3.13,18,126,2
"18444",40778492,"Designer 6 City Luxury Downtown Toronto Park+Wifi",248107260,"Sera And Tash","Moss Park",43.65105,-79.37116,1,252,1,3,6,2.2,8,296,2
"18445",40778988,"2BDRM+2BATHRM+BALCNY+FREE PRKNG ACROSS CN TWR, ACC",265277561,"Ana","Waterfront Communities-The Island",43.64468,-79.39019,1,121,1,3,15,3,1,70,2
"18446",40779635,"Luxury Condo Private Room+Magic View By CN Tower-2",162022461,"Zoe","Waterfront Communities-The Island",43.64259,-79.38198,3,138,1,7,38,3.44,7,0,2
"18447",40779746,"Beautiful 1BR Condo, Sleeps 4 MTCC/ScotiabankArena",271310731,"Michelle","Waterfront Communities-The Island",43.64285,-79.38157,1,1000,1,6,11,3.27,7,218,2
"18448",40780135,"Modern 2 Bdr + Den / TIFF",185738160,"Mina","Waterfront Communities-The Island",43.6493,-79.39254,1,399,1,2,18,1.25,1,180,2
"18449",40780896,"Cozy, Sun-Filled Bungalow in Safe Residential Area",316836234,"Charles","Kingsview Village-The Westway",43.70204,-79.5567,1,121,3,3,36,1.88,1,62,2
